market,q,searches,zeros,deads,clicks,buys,concept,zero_rate,dead_rate,city_spread,coverage,deals_stocking,is_english,failure_class,thin_n,dead_nowhere,dead_same_city,dead_another_city,dead_cant_tell
ES,crosssfit,2,0,1,0,0,unmapped,0.0,0.5,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,suortmassage,1,1,1,0,0,massage,1.0,1.0,,stocked,21,False,F5_ranking,True,0,1,0,0
ES,masaje tailandees,1,0,1,0,0,massage,0.0,1.0,,stocked,22,False,F5_ranking,True,0,1,0,0
ES,paeo en globo,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
ES,crossfiit,1,0,1,0,0,crossfit,0.0,1.0,,plausible,0,True,F2_language,True,0,0,0,1
ES,masaje tailanees,1,0,1,0,0,massage,0.0,1.0,,stocked,22,False,F5_ranking,True,0,1,0,0
ES,masajeeen pareja,1,0,1,0,0,massage,0.0,1.0,,stocked,22,False,F5_ranking,True,0,1,0,0
ES,musaje descontracturante,1,1,1,0,0,massage,1.0,1.0,,stocked,22,False,F5_ranking,True,0,1,0,0
ES,paaracaidismo,1,1,1,0,0,massage,1.0,1.0,,stocked,22,False,F5_ranking,True,0,1,0,0
FR,coiffer,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,pilaates,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,bruneh,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,crossffit,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,raiting,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,tpas,2,0,1,0,0,unmapped,0.0,0.5,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,raftiing,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,arroeria,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,tour ciedad,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,tintee pelo,1,1,1,0,0,hair,1.0,1.0,,stocked,3,False,F5_ranking,True,0,1,0,0
DE,wimpernverlängerng,1,0,1,0,0,lashes,0.0,1.0,,absent,0,False,F1_silent_substitution,True,1,0,0,0
ES,rating,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,vueli en helicoptero,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
ES,rfting,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,rofting,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,tinte  pelo,1,1,1,0,0,hair,1.0,1.0,,stocked,3,False,F5_ranking,True,0,1,0,0
ES,arroceriia,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,arrocerea,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,taps,3,0,1,1,0,unmapped,0.0,0.3333333333333333,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,raftig,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,vuelo en  helicoptero,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
DE,wildwaasser rafting,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
DE,wimpernverllängerung,1,1,1,0,0,lashes,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
DE,wildwasserrafting,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
FR,brnch,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,True,F1_silent_substitution,True,0,0,0,1
ES,pilatos,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,wilewasser rafting,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
ES,puintball,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,raafting,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,vuelu en helicoptero,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
ES,vuelo en helicootero,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,vuelo enhelicoptero,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
ES,vuelo en helioptero,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,rafaing,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,vuelo en helicptero,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,vuelo en helicopterro,1,1,1,0,0,adrenaline,1.0,1.0,,absent,0,False,F4_supply_void,True,1,0,0,0
ES,brunih,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,manicuura,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,susshi,2,0,1,0,0,sushi,0.0,0.5,,absent,0,True,F1_silent_substitution,True,1,0,0,0
DE,statrundfahrt,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,exttension de cils,1,0,1,0,0,lashes,0.0,1.0,,absent,0,False,F1_silent_substitution,True,1,0,0,0
DE,sportmasuage,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,steahaus,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,esape game,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,gimnesio,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,eyelash extensions,5,0,1,1,0,lashes,0.0,0.2,,absent,0,True,F1_silent_substitution,True,1,0,0,0
ES,gmnasio,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,stadtruundfahrt,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,hamburrguesa,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,kartig,2,1,1,1,0,unmapped,0.5,0.5,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,mancure,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,True,F4_supply_void,True,0,0,0,1
ES,maaicura,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,extension de cels,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,escapu game,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,limpieza faial,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,sportmasage,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,curs de yoga,1,1,1,0,0,yoga,1.0,1.0,,plausible,0,False,F5_ranking,True,0,0,0,1
ES,maasaje en pareja,2,1,1,0,0,massage,0.5,0.5,,stocked,22,False,F5_ranking,True,0,1,0,0
ES,entrnador personal,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
FR,crossit,1,0,1,1,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,kartang,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
ES,extensiones pestñas,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
FR,crêeerie,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,stadrundfahrt,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,entrrenador personal,1,1,1,0,0,unmapped,1.0,1.0,,absent,0,False,F4_supply_void,True,0,0,0,1
DE,stakhaus,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,maniccura,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,extensaones pestañas,1,0,1,0,0,lashes,0.0,1.0,,absent,0,False,F1_silent_substitution,True,1,0,0,0
ES,karrting,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
DE,stadtrunfahrt,1,0,1,0,0,unmapped,0.0,1.0,,absent,0,False,F1_silent_substitution,True,0,0,0,1
ES,pilatis,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,bruoch,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,restauracja właska,1,0,0,1,0,dining_generic,0.0,0.0,,stocked,15,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,steakidinner,1,0,0,0,0,dining_specific,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,brrunch,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,resturacja włoska,1,0,0,1,1,dining_specific,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,bruunch,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,suhi,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,escae room,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,przedłużanieurzęs,1,0,0,1,0,lashes,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,steak inner,2,0,0,2,0,dining_specific,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,escaperoom,1,0,0,0,0,escaperoom,0.0,0.0,,stocked,12,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,hambuoguesa,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,brnch,2,0,0,1,1,unmapped,0.0,0.0,,absent,0,True,F1_silent_substitution,True,0,0,0,0
ES,susi,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,aaroceria,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,susai,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,boowling,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,sshi,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,zwiedzanie miasoa,1,0,0,1,0,citytour,0.0,0.0,,stocked,10,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,gimnaoio,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,trenner personalny,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,trenir personalny,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,bowing,1,0,0,0,0,bowling,0.0,0.0,,absent,0,True,F1_silent_substitution,True,0,0,0,0
PL,trener peersonalny,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,treer personalny,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,arrocerria,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,branch,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,bowliing,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,sports assage,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,suihi,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,sports massagge,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,sports masssage,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,clae de yoga,1,0,0,0,0,yoga,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,bowlinng,2,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,escpe room,1,0,0,1,0,escaperoom,0.0,0.0,,stocked,14,True,BASELINE_still_40pct_dead,True,0,0,0,0
ES,escapee room,1,0,0,1,0,escaperoom,0.0,0.0,,stocked,14,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,escape reom,1,0,0,0,0,escaperoom,0.0,0.0,,stocked,14,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,hambuguesa,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,burgeer,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,entrenadorpersonal,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,peluqueia,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,oczyszczaniie twarzy,1,0,0,0,0,facial,0.0,0.0,,stocked,3,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,fitnessstuiio,1,0,0,0,0,gym,0.0,0.0,,stocked,10,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,crossoit,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,maaje descontracturante,1,0,0,1,0,massage,0.0,0.0,,stocked,22,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,fitnessstodio,1,0,0,1,0,gym,0.0,0.0,,stocked,10,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,fitnessatudio,1,0,0,0,0,gym,0.0,0.0,,stocked,10,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,taaas,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,masażtajski,1,0,0,1,0,massage,0.0,0.0,,stocked,14,False,BASELINE_still_40pct_dead,True,0,0,0,0
PL,gokary,2,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,masaje tailanddes,1,0,0,1,0,massage,0.0,0.0,,stocked,22,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,masaje espallda,1,0,0,0,0,massage,0.0,0.0,,stocked,22,False,BASELINE_still_40pct_dead,True,0,0,0,0
PL,masaż tujski,1,0,0,0,0,massage,0.0,0.0,,stocked,14,False,BASELINE_still_40pct_dead,True,0,0,0,0
PL,koloryzaacja,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,masaje esoalda,1,0,0,0,0,massage,0.0,0.0,,stocked,22,False,BASELINE_still_40pct_dead,True,0,0,0,0
PL,koloryzzacja,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,masaje enn pareja,1,0,0,1,0,massage,0.0,0.0,,stocked,22,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,esape room,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,masaje en  pareja,1,0,0,1,0,massage,0.0,0.0,,stocked,22,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,entrenadoor personal,2,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,masaż dla  par,1,0,0,1,1,massage,0.0,0.0,,stocked,14,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,maniura,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,masaż aportowy,1,0,0,0,0,massage,0.0,0.0,,stocked,14,False,BASELINE_still_40pct_dead,True,0,0,0,0
PL,maaaż dla par,1,0,0,1,0,massage,0.0,0.0,,stocked,14,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,crssfit,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,crosifit,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,crossffit,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,peluqueeria,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,buurger,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,peluqeria,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,hare färben,1,0,0,1,0,hair,0.0,0.0,,stocked,8,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,peloqueria,1,0,0,0,0,hair,0.0,0.0,,stocked,3,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,kartinng,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,limpieeza facial,1,0,0,1,0,facial,0.0,0.0,,stocked,7,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,limpieza faciaal,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,manicue,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,susei,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,haaare färben,1,0,0,0,0,hair,0.0,0.0,,stocked,8,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,gesichtsbehndlung,1,0,0,0,0,facial,0.0,0.0,,stocked,12,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,susui,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,limpieza facual,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,thai  massage,1,0,0,0,0,massage,0.0,0.0,,stocked,27,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,thaiomassage,1,0,0,0,0,massage,0.0,0.0,,stocked,27,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,thii massage,1,0,0,0,0,massage,0.0,0.0,,stocked,27,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,yoa class,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,yoga claos,1,0,0,0,0,yoga,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,frisseur,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,clse de yoga,1,0,0,1,0,yoga,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
PL,paitball,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,brnch,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,True,F1_silent_substitution,True,0,0,0,0
ES,paintbell,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,fitnesstudio,1,0,0,1,1,gym,0.0,0.0,,stocked,10,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,masajje espalda,1,0,0,1,0,massage,0.0,0.0,,stocked,22,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,maosage sportif,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,plates,1,0,0,0,0,pilates,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,paintbaal,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,crossft,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,son visage,1,0,0,0,0,facial,0.0,0.0,,stocked,6,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,soin visege,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,persoual trainer,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,soin viage,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,soin isage,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,boling,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,crêpperie,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,sallee de sport,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,salle e sport,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,escaie game,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,pilatees,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,escape ame,1,0,0,0,0,escaperoom,0.0,0.0,,stocked,13,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,salle de port,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,salle d sport,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,steakhaaus,1,0,0,0,0,dining_specific,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,susshi,1,0,0,0,0,sushi,0.0,0.0,,absent,0,True,F1_silent_substitution,True,0,0,0,0
GB,pizzza deal,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,crosfit,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,nackkenmassage,1,0,0,0,0,massage,0.0,0.0,,stocked,21,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,back masoage,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,coifffeur,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,bacck massage,1,0,0,1,0,massage,0.0,0.0,,stocked,27,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,neckenmassage,1,0,0,1,0,massage,0.0,0.0,,stocked,21,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,coloraation,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,stteakhaus,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,paarmassge,1,0,0,0,0,massage,0.0,0.0,,stocked,21,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,steeakhaus,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,cours de  yoga,1,0,0,1,1,yoga,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,steauhaus,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,visite guiee,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,paarmessage,1,0,0,0,0,massage,0.0,0.0,,stocked,21,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,paiintball,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,extensiones peutañas,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,restauranteitalien,1,0,0,1,1,dining_specific,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,stadtrundffahrt,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,stadtrudfahrt,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,stadtrandfahrt,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,massagee duo,1,0,0,0,0,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,saeakhaus,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,massage sportiif,1,0,0,0,0,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,seakhaus,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,massage siortif,1,0,0,1,0,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,massage os,1,0,0,1,1,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,massage ds,1,0,0,1,0,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,spirtmassage,1,0,0,0,0,massage,0.0,0.0,,stocked,21,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,sporimassage,1,0,0,0,0,massage,0.0,0.0,,stocked,21,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,massage dis,1,0,0,0,0,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,sportmaassage,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,massag sportif,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,massag duo,1,0,0,0,0,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
