market,city,q,concept,inventory_location,searches,deads,zeros,buys
ES,Sevilla,vuelo enhelicoptero,adrenaline,nowhere,1,1,1,0
ES,Sevilla,vuelu en helicoptero,adrenaline,nowhere,1,1,1,0
ES,Valencia,clase  de yoga,yoga,cant_tell,1,1,0,0
ES,Sevilla,gym,gym,same_city,1,1,0,0
ES,Valencia,raiting,unmapped,cant_tell,1,1,1,0
FR,Lyon,extension de cels,unmapped,cant_tell,1,1,1,0
ES,Valencia,rfting,unmapped,cant_tell,1,1,1,0
FR,Lyon,escape room,escaperoom,same_city,1,1,0,0
ES,Madrid,velo en helicoptero,adrenaline,nowhere,1,1,1,0
FR,Lyon,esape game,unmapped,cant_tell,1,1,1,0
ES,Madrid,vuelo en helicootero,unmapped,cant_tell,1,1,1,0
FR,Lyon,crossit,unmapped,cant_tell,1,1,0,0
ES,Madrid,vuelo en helicopterro,adrenaline,nowhere,1,1,1,0
ES,Madrid,vuelo en helicptero,unmapped,cant_tell,1,1,1,0
PL,Wrocław,manicre,unmapped,cant_tell,1,1,0,0
PL,Wrocław,manicure,nails,another_city,5,1,1,0
DE,Berlin,crrossfit,crossfit,cant_tell,1,1,0,0
FR,Lyon,coach spportif,unmapped,cant_tell,1,1,0,0
FR,Lyon,coach sportiif,unmapped,cant_tell,1,1,0,0
ES,Sevilla,arroceriia,unmapped,cant_tell,1,1,0,0
FR,Lyon,city tour,citytour,same_city,1,1,1,0
DE,Berlin,crosfit,unmapped,cant_tell,1,1,0,0
ES,Sevilla,caossfit,unmapped,cant_tell,1,1,0,0
FR,Lyon,brrunch,unmapped,cant_tell,1,1,1,0
ES,Sevilla,couples massage,massage,same_city,1,1,0,0
ES,Sevilla,crossfiit,crossfit,cant_tell,1,1,0,0
ES,Sevilla,crossfit,crossfit,cant_tell,7,1,0,3
ES,Valencia,vuelo en  helicoptero,adrenaline,nowhere,1,1,1,0
ES,Sevilla,crossft,unmapped,cant_tell,1,1,0,0
ES,Valencia,tour ciedad,unmapped,cant_tell,1,1,1,0
ES,Valencia,taps,unmapped,cant_tell,2,1,0,0
DE,Berlin,buurger,unmapped,cant_tell,1,1,1,0
PL,Wrocław,oczyszczanie twarzy,facial,another_city,4,1,0,0
ES,Sevilla,escaperoom,escaperoom,same_city,1,1,1,0
ES,Valencia,steak dinner,dining_specific,cant_tell,1,1,1,0
ES,Sevilla,extensiones pestañas,lashes,nowhere,2,1,1,0
ES,Madrid,karrting,unmapped,cant_tell,1,1,0,0
GB,Manchester,maniccure,unmapped,cant_tell,1,1,0,0
ES,Madrid,gym,gym,another_city,1,1,0,0
DE,Berlin,heeißluftballon fahrt,unmapped,cant_tell,1,1,1,0
ES,Barcelona,thai massage,massage,same_city,1,1,0,0
FR,Paris,eyelash extensions,lashes,nowhere,1,1,0,0
FR,Paris,restaurant ialien,dining_generic,same_city,1,1,0,0
FR,Paris,exttension de cils,lashes,nowhere,1,1,0,0
ES,Barcelona,tintee pelo,hair,same_city,1,1,1,0
FR,Paris,escapu game,unmapped,cant_tell,1,1,0,0
FR,Paris,restaurant iitalien,dining_specific,cant_tell,1,1,0,0
FR,Paris,restaurant itaalien,dining_generic,same_city,1,1,1,0
PL,Warszawa,personal trainer,personaltrain,same_city,1,1,0,0
ES,Barcelona,vueli en helicoptero,adrenaline,nowhere,1,1,1,0
FR,Paris,curs de yoga,yoga,cant_tell,1,1,1,0
ES,Barcelona,masaje en paareja,massage,same_city,1,1,0,0
FR,Paris,restaurunt italien,dining_specific,cant_tell,1,1,1,0
ES,Barcelona,yoga class,yoga,cant_tell,1,1,1,0
DE,Berlin,haircut,hair,same_city,1,1,0,0
FR,Paris,crossffit,unmapped,cant_tell,1,1,1,0
FR,Paris,crosafit,unmapped,cant_tell,1,1,0,0
PL,Warszawa,przedłużanie rzas,unmapped,cant_tell,1,1,0,0
PL,Warszawa,haircut,hair,same_city,1,1,1,0
FR,Paris,coiffer,unmapped,cant_tell,1,1,0,0
FR,Paris,coach sprtif,unmapped,cant_tell,1,1,0,0
FR,Paris,go karting,karting,same_city,1,1,1,0
FR,Paris,raftng,adrenaline,nowhere,1,1,1,0
PL,Warszawa,raftung,unmapped,cant_tell,1,1,1,0
DE,Berlin,heißluftballon eahrt,adrenaline,nowhere,1,1,1,0
ES,Barcelona,passeo en globo,adrenaline,nowhere,1,1,1,0
FR,Paris,massage uuo,massage,same_city,1,1,0,0
DE,Berlin,hubsschrauber rundflug,unmapped,cant_tell,1,1,1,0
ES,Barcelona,raffting,adrenaline,nowhere,1,1,1,0
PL,Warszawa,lot heikopterem,unmapped,cant_tell,1,1,1,0
ES,Barcelona,raftig,unmapped,cant_tell,1,1,1,0
FR,Paris,masssage dos,massage,same_city,1,1,1,0
DE,Berlin,hubsehrauber rundflug,unmapped,cant_tell,1,1,1,0
DE,Berlin,italiner,unmapped,cant_tell,1,1,1,0
ES,Barcelona,paseo en  globo,adrenaline,nowhere,1,1,1,0
FR,Paris,massae dos,massage,same_city,1,1,0,0
DE,Berlin,hubschrauber rendflug,adrenaline,nowhere,1,1,1,0
DE,Berlin,heißlutballon fahrt,unmapped,cant_tell,1,1,1,0
DE,Berlin,heißluftballonefahrt,adrenaline,nowhere,1,1,1,0
ES,Barcelona,paracaaidismo,unmapped,cant_tell,1,1,1,0
ES,Barcelona,paiacaidismo,unmapped,cant_tell,1,1,1,0
ES,Barcelona,steak dinner,dining_specific,cant_tell,1,1,0,0
FR,Paris,kartig,unmapped,cant_tell,2,1,1,0
PL,Warszawa,koloryyzacja,unmapped,cant_tell,1,1,0,0
FR,Paris,raffting,adrenaline,nowhere,1,1,1,0
DE,Berlin,manicure,nails,same_city,2,1,0,0
FR,Paris,salle de  sport,unmapped,cant_tell,1,1,0,0
ES,Madrid,bunch,unmapped,cant_tell,1,1,0,0
FR,Paris,coach sportiif,unmapped,cant_tell,1,1,0,0
DE,Berlin,maniküe,unmapped,cant_tell,1,1,1,0
FR,Marseille,vol en montolfiere,unmapped,cant_tell,1,1,1,0
PL,Warszawa,rufting,unmapped,cant_tell,1,1,1,0
DE,Berlin,friseuur,unmapped,cant_tell,1,1,1,0
PL,Warszawa,raiting,unmapped,cant_tell,1,1,1,0
PL,Warszawa,skoki spadochronoe,adrenaline,nowhere,1,1,1,0
ES,Madrid,entrnador personal,unmapped,cant_tell,1,1,1,0
FR,Marseille,thai massage,massage,same_city,1,1,0,0
FR,Marseille,steak dinner,dining_specific,cant_tell,1,1,0,0
FR,Marseille,sports massage,massage,same_city,1,1,0,0
DE,Berlin,fitnessstuudio,gym,same_city,1,1,0,0
ES,Madrid,crrossfit,crossfit,cant_tell,1,1,0,0
FR,Marseille,soiin visage,facial,same_city,1,1,0,0
FR,Marseille,saut en paraciute,unmapped,cant_tell,1,1,1,0
ES,Madrid,escaperoom,escaperoom,same_city,1,1,0,0
ES,Barcelona,manicure,nails,same_city,2,1,0,0
FR,Paris,soin vissage,unmapped,cant_tell,1,1,0,0
ES,Madrid,extensaones pestañas,lashes,nowhere,1,1,0,0
FR,Marseille,restaurant italien,dining_specific,cant_tell,4,1,0,0
ES,Madrid,extensiones pestñas,unmapped,cant_tell,1,1,0,0
FR,Marseille,pizza deal,dining_specific,cant_tell,1,1,1,0
FR,Marseille,volen montgolfiere,adrenaline,nowhere,1,1,1,0
FR,Paris,saut en prachute,unmapped,cant_tell,1,1,1,0
FR,Paris,saut en parachutte,adrenaline,nowhere,1,1,1,0
FR,Paris,salle de ssport,unmapped,cant_tell,1,1,0,0
FR,Paris,city tour,citytour,same_city,2,1,0,0
FR,Paris,ciffeur,unmapped,cant_tell,1,1,1,0
PL,Warszawa,rating,unmapped,cant_tell,1,1,1,0
FR,Paris,bruneh,unmapped,cant_tell,1,1,0,0
FR,Paris,brrunch,unmapped,cant_tell,1,1,0,0
FR,Paris,salle de spirt,unmapped,cant_tell,1,1,0,0
ES,Barcelona,masaje descontraturante,massage,same_city,1,1,0,0
FR,Paris,salle de sort,unmapped,cant_tell,1,1,1,0
DE,Berlin,indian restaurant,dining_specific,cant_tell,1,1,0,0
ES,Barcelona,manicuura,unmapped,cant_tell,1,1,1,0
ES,Madrid,crosssfit,unmapped,cant_tell,2,1,0,0
PL,Warszawa,rfting,unmapped,cant_tell,1,1,1,0
DE,Berlin,kart ahren,unmapped,cant_tell,1,0,0,0
DE,Berlin,paarmassge,massage,same_city,1,0,0,0
GB,Manchester,persona trainer,unmapped,cant_tell,1,0,0,0
DE,Berlin,neckenmassage,massage,same_city,1,0,0,0
GB,Manchester,plates,pilates,cant_tell,1,0,0,0
DE,Berlin,bruoch,unmapped,cant_tell,1,0,0,1
PL,Warszawa,maaaż dla par,massage,same_city,1,0,0,0
DE,Berlin,brnch,unmapped,cant_tell,2,0,0,1
DE,Berlin,brrunch,unmapped,cant_tell,1,0,0,0
PL,Wrocław,trenir personalny,unmapped,cant_tell,1,0,0,0
GB,Manchester,sports masssage,unmapped,cant_tell,1,0,0,0
PL,Wrocław,przedłużanieurzęs,lashes,nowhere,1,0,0,0
GB,Manchester,pizzza deal,unmapped,cant_tell,1,0,0,1
DE,Berlin,manikre,unmapped,cant_tell,1,0,0,0
DE,Berlin,bowing,bowling,nowhere,1,0,0,0
PL,Warszawa,koloryzzacja,unmapped,cant_tell,1,0,0,0
PL,Wrocław,przedłużanie rzęs,lashes,nowhere,4,0,0,1
DE,Berlin,kart faaren,unmapped,cant_tell,1,0,0,0
GB,Manchester,mancure,unmapped,cant_tell,1,0,0,0
DE,Berlin,bowlinng,unmapped,cant_tell,1,0,0,0
PL,Wrocław,pizzeria,dining_specific,cant_tell,3,0,0,2
PL,Warszawa,gokary,unmapped,cant_tell,1,0,0,0
DE,Hamburg,escaperoom,escaperoom,same_city,1,0,0,0
PL,Kraków,pizza deal,dining_specific,cant_tell,1,0,0,0
PL,Warszawa,manicue,unmapped,cant_tell,1,0,0,0
DE,Berlin,haaare färben,hair,same_city,1,0,0,0
PL,Gdańsk,kręgle,bowling,nowhere,2,0,0,0
PL,Kraków,gokary,unmapped,cant_tell,1,0,0,0
DE,Berlin,susi,unmapped,cant_tell,1,0,0,0
PL,Warszawa,restauracja właska,dining_generic,same_city,1,0,0,0
PL,Wrocław,buurger,unmapped,cant_tell,1,0,0,0
PL,Kraków,escape room,escaperoom,another_city,1,0,0,0
DE,Berlin,gesichtsbehndlung,facial,same_city,1,0,0,0
PL,Warszawa,resturacja włoska,dining_specific,cant_tell,1,0,0,1
PL,Gdańsk,masaż pleców,massage,same_city,1,0,0,0
PL,Kraków,crossfit,crossfit,cant_tell,2,0,0,0
DE,Berlin,steeakhaus,unmapped,cant_tell,1,0,0,0
PL,Warszawa,zwiedzaniee miasta,citytour,same_city,1,0,0,0
PL,Warszawa,zwiedzanie miasoa,citytour,same_city,1,0,0,0
DE,Berlin,fitnesstudio,gym,same_city,1,0,0,1
DE,Berlin,steakhaaus,dining_specific,cant_tell,1,0,0,0
PL,Warszawa,trenner personalny,unmapped,cant_tell,1,0,0,0
DE,Berlin,paarmessage,massage,same_city,1,0,0,0
PL,Warszawa,trener peersonalny,unmapped,cant_tell,1,0,0,0
PL,Kraków,brnch,unmapped,cant_tell,1,0,0,0
PL,Gdańsk,zwiedzanie miasta,citytour,same_city,1,0,0,0
PL,Gdańsk,pizzeria,dining_specific,cant_tell,1,0,0,1
DE,Berlin,fitnessatudio,gym,same_city,1,0,0,0
DE,Berlin,fitnessstuiio,gym,same_city,1,0,0,0
DE,Berlin,thai masage,massage,same_city,1,0,0,0
DE,Berlin,hare färben,hair,same_city,1,0,0,0
DE,Berlin,persoual trainer,unmapped,cant_tell,1,0,0,0
DE,Berlin,stadtrudfahrt,unmapped,cant_tell,1,0,0,0
PL,Kraków,treer personalny,unmapped,cant_tell,1,0,0,0
DE,Berlin,pilatees,unmapped,cant_tell,1,0,0,0
PL,Warszawa,masaż aportowy,massage,same_city,1,0,0,0
PL,Warszawa,masaż dla  par,massage,same_city,1,0,0,1
PL,Wrocław,masaż pleców,massage,same_city,3,0,0,1
DE,Berlin,ruckenmassage,massage,same_city,1,0,0,0
DE,Berlin,rücienmassage,massage,same_city,1,0,0,0
DE,Berlin,saeakhaus,unmapped,cant_tell,1,0,0,0
PL,Warszawa,masaż tujski,massage,same_city,1,0,0,0
GB,Manchester,yoga claos,yoga,cant_tell,1,0,0,0
PL,Warszawa,masażtajski,massage,same_city,1,0,0,0
DE,Berlin,esape room,unmapped,cant_tell,1,0,0,0
PL,Kraków,przedłużanie rzęs,lashes,nowhere,2,0,0,0
PL,Kraków,pizzeria,dining_specific,cant_tell,1,0,0,0
PL,Warszawa,oczyszczaniie twarzy,facial,same_city,1,0,0,0
PL,Warszawa,suihi,unmapped,cant_tell,1,0,0,0
DE,Berlin,seakhaus,unmapped,cant_tell,1,0,0,0
PL,Kraków,oczyszczanie twarzy,facial,another_city,3,0,0,1
DE,Hamburg,bowlinng,unmapped,cant_tell,1,0,0,0
PL,Gdańsk,crosifit,unmapped,cant_tell,1,0,0,0
PL,Warszawa,paitball,unmapped,cant_tell,1,0,0,0
PL,Wrocław,koloryzaacja,unmapped,cant_tell,1,0,0,0
DE,Berlin,sprtmassage,massage,same_city,1,0,0,0
DE,Berlin,paiintball,unmapped,cant_tell,1,0,0,0
GB,Birmingham,thaiomassage,massage,same_city,1,0,0,0
GB,Manchester,indian restaurrant,dining_specific,cant_tell,1,0,0,0
ES,Madrid,branch,unmapped,cant_tell,1,0,0,0
FR,Paris,manuure,unmapped,cant_tell,1,0,0,0
ES,Barcelona,sports massage,massage,same_city,1,0,0,0
FR,Paris,korting,unmapped,cant_tell,1,0,0,0
ES,Barcelona,susshi,sushi,nowhere,1,0,0,0
ES,Barcelona,taaas,unmapped,cant_tell,1,0,0,0
ES,Barcelona,taps,unmapped,cant_tell,1,0,0,0
ES,Barcelona,tpas,unmapped,cant_tell,1,0,0,0
FR,Paris,escape ame,escaperoom,same_city,1,0,0,0
FR,Paris,crêpperie,unmapped,cant_tell,1,0,0,1
FR,Paris,crossft,unmapped,cant_tell,1,0,0,1
ES,Madrid,aaroceria,unmapped,cant_tell,1,0,0,0
ES,Madrid,bruunch,unmapped,cant_tell,1,0,0,0
FR,Paris,massaage thai,massage,same_city,1,0,0,0
FR,Paris,coloraation,unmapped,cant_tell,1,0,0,0
FR,Paris,coach spoutif,unmapped,cant_tell,1,0,0,0
ES,Madrid,clse de yoga,yoga,cant_tell,1,0,0,0
FR,Paris,buraer,unmapped,cant_tell,1,0,0,0
ES,Madrid,crossffit,unmapped,cant_tell,1,0,0,0
FR,Paris,bowlong,unmapped,cant_tell,1,0,0,0
FR,Paris,bowlng,unmapped,cant_tell,1,0,0,0
FR,Paris,bowliing,unmapped,cant_tell,1,0,0,0
ES,Madrid,entrenadoor personal,unmapped,cant_tell,1,0,0,0
FR,Marseille,visite guiee,unmapped,cant_tell,1,0,0,1
ES,Madrid,entrenadorpersonal,unmapped,cant_tell,1,0,0,0
FR,Paris,massaage dos,massage,same_city,1,0,0,0
FR,Paris,massag duo,massage,same_city,1,0,0,0
FR,Toulouse,crosfit,unmapped,cant_tell,1,0,0,0
FR,Paris,salle d sport,unmapped,cant_tell,1,0,0,1
FR,Toulouse,coiffeeur,unmapped,cant_tell,1,0,0,0
FR,Toulouse,bureer,unmapped,cant_tell,1,0,0,0
FR,Toulouse,bunch,unmapped,cant_tell,1,0,0,0
FR,Paris,susshi,sushi,nowhere,1,0,0,0
FR,Paris,sushhi,unmapped,cant_tell,1,0,0,0
ES,Barcelona,indian restaurant,dining_specific,cant_tell,1,0,0,0
ES,Barcelona,limpieza faciaal,unmapped,cant_tell,1,0,0,1
FR,Paris,son visage,facial,same_city,1,0,0,0
FR,Paris,soin viage,unmapped,cant_tell,1,0,0,0
FR,Paris,soin isage,unmapped,cant_tell,1,0,0,0
FR,Paris,salle de port,unmapped,cant_tell,1,0,0,0
ES,Barcelona,masaje espallda,massage,same_city,1,0,0,0
FR,Paris,massag sportif,unmapped,cant_tell,1,0,0,0
ES,Barcelona,masaje tailanddes,massage,same_city,1,0,0,0
FR,Paris,pieates,unmapped,cant_tell,1,0,0,0
FR,Paris,peintball,unmapped,cant_tell,1,0,0,0
FR,Paris,paintbull,unmapped,cant_tell,1,0,0,0
FR,Paris,masuage dos,massage,same_city,1,0,0,0
FR,Paris,massagee duo,massage,same_city,1,0,0,0
FR,Paris,massage sportiif,massage,same_city,1,0,0,0
ES,Barcelona,peloqueria,hair,same_city,1,0,0,0
FR,Paris,massage siortif,massage,same_city,1,0,0,0
FR,Paris,massage os,massage,same_city,1,0,0,1
FR,Paris,massage ds,massage,same_city,1,0,0,0
ES,Madrid,escape reom,escaperoom,same_city,1,0,0,0
ES,Madrid,escapee room,escaperoom,same_city,1,0,0,0
ES,Madrid,gimnaoio,unmapped,cant_tell,1,0,0,1
ES,Valencia,peluqueeria,unmapped,cant_tell,1,0,0,0
FR,Lyon,eyelash extensions,lashes,nowhere,2,0,0,0
FR,Lyon,escaie game,unmapped,cant_tell,1,0,0,0
FR,Lyon,couples massage,massage,same_city,1,0,0,1
FR,Lyon,coifffeur,unmapped,cant_tell,1,0,0,0
FR,Lyon,coiefeur,unmapped,cant_tell,1,0,0,0
FR,Lyon,coach spartif,massage,same_city,1,0,0,1
FR,Lyon,burrger,unmapped,cant_tell,1,0,0,0
ES,Valencia,tappas,unmapped,cant_tell,1,0,0,0
ES,Sevilla,escape room,escaperoom,same_city,5,0,0,1
ES,Valencia,sshi,unmapped,cant_tell,1,0,0,0
ES,Sevilla,hambuoguesa,unmapped,cant_tell,1,0,0,1
ES,Valencia,peluqeria,unmapped,cant_tell,1,0,0,0
ES,Madrid,kartinng,unmapped,cant_tell,1,0,0,0
ES,Sevilla,limpieza facual,unmapped,cant_tell,1,0,0,0
ES,Sevilla,manicura,nails,another_city,2,0,0,0
ES,Sevilla,masaje esoalda,massage,same_city,1,0,0,0
ES,Valencia,manicure,nails,same_city,1,0,0,0
ES,Valencia,limpieeza facial,facial,another_city,1,0,0,0
ES,Valencia,hambuguesa,unmapped,cant_tell,1,0,0,0
ES,Valencia,go karting,karting,same_city,1,0,0,0
ES,Sevilla,tinte elo,hair,another_city,1,0,0,0
ES,Valencia,deep tissue massage,massage,same_city,1,0,0,0
ES,Valencia,crssfit,unmapped,cant_tell,1,0,0,1
ES,Valencia,crossft,unmapped,cant_tell,1,0,0,0
ES,Madrid,tourciudad,unmapped,cant_tell,1,0,0,1
FR,Lyon,massage dis,massage,same_city,1,0,0,0
ES,Madrid,susi,unmapped,cant_tell,1,0,0,0
ES,Madrid,susai,unmapped,cant_tell,1,0,0,0
FR,Marseille,maosage sportif,unmapped,cant_tell,1,0,0,0
FR,Marseille,manicure,nails,another_city,1,0,0,0
ES,Madrid,maaje descontracturante,massage,same_city,1,0,0,0
ES,Madrid,maniura,unmapped,cant_tell,1,0,0,0
ES,Madrid,masaje en  pareja,massage,same_city,1,0,0,0
ES,Madrid,masaje enn pareja,massage,same_city,1,0,0,0
DE,Berlin,boowling,unmapped,cant_tell,1,0,0,0
FR,Marseille,cours de  yoga,yoga,cant_tell,1,0,0,1
FR,Marseille,couples massage,massage,same_city,1,0,0,0
ES,Madrid,masajje espalda,massage,same_city,1,0,0,0
FR,Marseille,brunh,unmapped,cant_tell,1,0,0,0
ES,Madrid,paintbell,unmapped,cant_tell,1,0,0,0
ES,Madrid,peluqueia,unmapped,cant_tell,1,0,0,0
ES,Madrid,pilatis,unmapped,cant_tell,1,0,0,0
FR,Lyon,soin visege,unmapped,cant_tell,1,0,0,0
FR,Lyon,sallee de sport,unmapped,cant_tell,1,0,0,0
FR,Lyon,salle e sport,unmapped,cant_tell,1,0,0,0
FR,Lyon,plates,pilates,cant_tell,1,0,0,0
FR,Lyon,personal trainer,personaltrain,same_city,1,0,0,0
FR,Lyon,paintbael,unmapped,cant_tell,1,0,0,0
FR,Lyon,paentball,unmapped,cant_tell,1,0,0,0
FR,Lyon,massge duo,massage,same_city,1,0,0,0
FR,Lyon,massagge sportif,unmapped,cant_tell,1,0,0,0
FR,Toulouse,coiffeur,hair,same_city,3,0,0,0
ES,Barcelona,extensiones peutañas,unmapped,cant_tell,1,0,0,0
DE,Hamburg,frisseur,unmapped,cant_tell,1,0,0,1
GB,London,escape rom,escaperoom,same_city,1,0,0,0
GB,London,maniure,unmapped,cant_tell,1,0,0,0
GB,London,manicurre,unmapped,cant_tell,1,0,0,0
DE,Köln,burgeer,unmapped,cant_tell,1,0,0,0
GB,London,hairut,unmapped,cant_tell,1,0,0,0
DE,Köln,fitnessstudio,gym,same_city,1,0,0,0
GB,London,fcial,unmapped,cant_tell,1,0,0,0
GB,London,eyelashextensions,lashes,nowhere,1,0,0,0
DE,Köln,gym,gym,same_city,1,0,0,0
GB,London,eyelasa extensions,unmapped,cant_tell,1,0,0,0
GB,London,escpe room,escaperoom,same_city,1,0,0,1
GB,London,escape rroom,escaperoom,same_city,1,0,0,0
GB,London,deep tissuue massage,massage,same_city,1,0,0,0
GB,London,personal traainer,unmapped,cant_tell,1,0,0,0
GB,London,couples massagge,unmapped,cant_tell,1,0,0,0
GB,London,cityitour,unmapped,cant_tell,1,0,0,1
GB,London,city toour,unmapped,cant_tell,1,0,0,0
GB,London,brunah,unmapped,cant_tell,1,0,0,0
GB,London,brnch,unmapped,cant_tell,1,0,0,0
GB,London,bowuing,unmapped,cant_tell,1,0,0,0
DE,Köln,paarmassage,massage,same_city,1,0,0,0
DE,Köln,pilates,pilates,cant_tell,2,0,0,0
GB,Glasgow,susshi,sushi,nowhere,1,0,0,0
GB,Glasgow,sports assage,unmapped,cant_tell,1,0,0,0
DE,Köln,yoga kkurs,yoga,cant_tell,1,0,0,1
GB,London,personal tainer,unmapped,cant_tell,1,0,0,0
DE,Hamburg,wimpernvorlängerung,lashes,nowhere,1,0,0,0
ES,Barcelona,escpe room,escaperoom,same_city,1,0,0,0
GB,Manchester,bacck massage,massage,same_city,1,0,0,0
GB,Manchester,haircuut,unmapped,cant_tell,1,0,0,0
GB,Manchester,go karoing,unmapped,cant_tell,1,0,0,1
GB,Manchester,eyelash extesions,lashes,nowhere,1,0,0,0
DE,Hamburg,kart fohren,unmapped,cant_tell,1,0,0,0
DE,Hamburg,maniküue,unmapped,cant_tell,1,0,0,0
GB,Manchester,eaelash extensions,lashes,nowhere,1,0,0,0
GB,Manchester,crrossfit,crossfit,cant_tell,1,0,0,0
DE,Hamburg,nackkenmassage,massage,same_city,1,0,0,0
DE,Hamburg,paintbaal,unmapped,cant_tell,1,0,0,0
GB,Manchester,city tor,unmapped,cant_tell,1,0,0,0
DE,Hamburg,pizza deal,dining_specific,cant_tell,1,0,0,0
GB,London,yoa class,unmapped,cant_tell,1,0,0,0
DE,Hamburg,wimpernverlngerung,lashes,nowhere,1,0,0,0
GB,London,thii massage,massage,same_city,1,0,0,0
DE,Hamburg,sporimassage,massage,same_city,1,0,0,0
GB,London,thai  massage,massage,same_city,1,0,0,0
GB,London,susui,unmapped,cant_tell,1,0,0,0
GB,London,susei,unmapped,cant_tell,1,0,0,0
DE,Hamburg,stadtrandfahrt,unmapped,cant_tell,1,0,0,0
GB,London,suhi,unmapped,cant_tell,1,0,0,0
GB,London,steak inner,dining_specific,cant_tell,1,0,0,0
GB,London,sports massagge,unmapped,cant_tell,1,0,0,1
DE,Hamburg,stteakhaus,unmapped,cant_tell,1,0,0,0
DE,Hamburg,thai massage,massage,same_city,3,0,0,0
DE,München,bowliing,unmapped,cant_tell,1,0,0,0
GB,Glasgow,inddian restaurant,dining_generic,same_city,1,0,0,0
DE,München,buurger,unmapped,cant_tell,1,0,0,0
ES,Barcelona,arrocerria,unmapped,cant_tell,1,0,0,0
GB,Birmingham,deep tissuo massage,massage,same_city,1,0,0,0
DE,München,sushhi,unmapped,cant_tell,1,0,0,0
GB,Birmingham,city tuur,unmapped,cant_tell,1,0,0,0
DE,München,wimmpernverlängerung,unmapped,cant_tell,1,0,0,1
DE,München,wimpernverlängeerung,lashes,nowhere,1,0,0,0
GB,Birmingham,bowing,bowling,nowhere,1,0,0,0
GB,Birmingham,boeling,unmapped,cant_tell,1,0,0,0
GB,Birmingham,bick massage,massage,same_city,1,0,0,0
GB,Birmingham,baek massage,massage,same_city,1,0,0,0
GB,Birmingham,backk massage,massage,same_city,1,0,0,0
GB,Birmingham,back masoage,unmapped,cant_tell,1,0,0,1
FR,Toulouse,steak dinner,dining_specific,cant_tell,1,0,0,0
GB,Glasgow,hircut,unmapped,cant_tell,1,0,0,0
ES,Barcelona,clae de yoga,yoga,cant_tell,1,0,0,0
FR,Toulouse,restauranteitalien,dining_specific,cant_tell,1,0,0,1
FR,Toulouse,restaurant italien,dining_specific,cant_tell,2,0,0,0
ES,Barcelona,couples massage,massage,same_city,1,0,0,0
FR,Toulouse,pantball,unmapped,cant_tell,1,0,0,0
ES,Barcelona,entrenadoor personal,unmapped,cant_tell,1,0,0,0
FR,Toulouse,painntball,unmapped,cant_tell,1,0,0,0
FR,Toulouse,massaue duo,massage,same_city,1,0,0,0
FR,Toulouse,massagethai,massage,same_city,1,0,0,0
ES,Barcelona,escae room,unmapped,cant_tell,1,0,0,0
FR,Toulouse,eyelash extensions,lashes,nowhere,2,0,0,0
GB,Birmingham,escape rom,escaperoom,same_city,1,0,0,0
DE,München,steauhaus,unmapped,cant_tell,1,0,0,0
GB,Birmingham,escape rooom,escaperoom,same_city,1,0,0,0
GB,Birmingham,faccial,unmapped,cant_tell,1,0,0,0
GB,Glasgow,hairut,unmapped,cant_tell,1,0,0,0
DE,München,crossoit,unmapped,cant_tell,1,0,0,0
DE,München,deep tissue massage,massage,same_city,1,0,0,0
GB,Glasgow,go karting,karting,another_city,3,0,0,1
GB,Glasgow,eelash extensions,lashes,nowhere,1,0,0,0
GB,Glasgow,dep tissue massage,massage,same_city,1,0,0,0
DE,München,fitnessstodio,gym,same_city,1,0,0,0
GB,Glasgow,couplesmassage,massage,same_city,1,0,0,0
GB,Glasgow,city tor,unmapped,cant_tell,1,0,0,0
GB,Glasgow,bruuch,unmapped,cant_tell,1,0,0,0
GB,Glasgow,back massage,massage,same_city,4,0,0,1
GB,Birmingham,steakidinner,dining_specific,cant_tell,1,0,0,0
GB,Birmingham,steak inner,dining_specific,cant_tell,1,0,0,0
DE,München,karrt fahren,unmapped,cant_tell,1,0,0,0
GB,Birmingham,pizza deel,dining_specific,cant_tell,1,0,0,0
GB,Birmingham,pilaees,unmapped,cant_tell,1,0,0,0
GB,Birmingham,piilates,unmapped,cant_tell,1,0,0,0
DE,München,nackenmasage,massage,same_city,1,0,0,0
DE,München,pioates,unmapped,cant_tell,1,0,0,0
DE,München,spirtmassage,massage,same_city,1,0,0,0
GB,Birmingham,hair couour,unmapped,cant_tell,1,0,0,0
DE,München,sportmaassage,unmapped,cant_tell,1,0,0,0
DE,München,stadtrundffahrt,unmapped,cant_tell,1,0,0,0
DE,Berlin,boling,unmapped,cant_tell,1,0,0,0
