market,q,coverage,failure_class,searches,deads,thin_n,max_sim,nearest_title
FR,soin viage,absent,F1_silent_substitution,1,0,True,0.552195736257689,Visite Guidée
FR,soin visage,stocked,BASELINE_still_40pct_dead,57,22,False,0.611172000523567,Soin du Visage
FR,soin visege,absent,F1_silent_substitution,1,0,True,0.355999877452832,Visite Guidée
FR,soin vissage,absent,F1_silent_substitution,1,1,True,0.381935228685896,Visite Guidée
FR,son visage,stocked,BASELINE_still_40pct_dead,1,0,True,0.498799712467437,Soin du Visage
DE,spirtmassage,stocked,BASELINE_still_40pct_dead,1,0,True,0.659499309823193,Entspannungs-Behandlung im Spa
DE,sporimassage,stocked,BASELINE_still_40pct_dead,1,0,True,0.600809752699859,Entspannungs-Behandlung im Spa
DE,sportmaassage,absent,F1_silent_substitution,1,0,True,0.474927339670388,Unbegrenzte Kurse
DE,sportmasage,absent,F1_silent_substitution,1,1,True,0.404909324060762,Personal Training Paket
DE,sportmassage,stocked,BASELINE_still_40pct_dead,53,22,False,0.606618460048167,Entspannungs-Behandlung im Spa
DE,sportmasuage,absent,F1_silent_substitution,1,1,True,0.439874653763944,Kartbahn Rennen
GB,sports assage,absent,F1_silent_substitution,1,0,True,0.296720917400932,Unlimited Fitness Classes
DE,sports massage,stocked,F2_language,5,3,True,0.605874377847311,Wohlfühl-Massage
ES,sports massage,stocked,F2_language,10,9,False,0.57259470175734,Circuito Spa con Masaje
FR,sports massage,stocked,F2_language,4,3,True,0.599636495221835,Forfait Massage Bien-être
GB,sports massage,stocked,BASELINE_still_40pct_dead,74,24,False,0.590662793797182,Full Body Massage Package
PL,sports massage,stocked,F2_language,4,4,True,0.670670308031268,Masaż Relaksacyjny Pakiet
GB,sports massagge,absent,F1_silent_substitution,1,0,True,0.15463881133173,Unlimited Fitness Classes
GB,sports masssage,absent,F1_silent_substitution,1,0,True,0.298004633545052,Unlimited Fitness Classes
GB,sportts massage,stocked,F5_ranking,1,1,True,0.636991197113492,Full Body Massage Package
DE,sprtmassage,stocked,BASELINE_still_40pct_dead,1,0,True,0.619522341575293,Entspannungs-Behandlung im Spa
ES,sshi,absent,F1_silent_substitution,1,0,True,0.272518634796145,Circuito Spa con Masaje
DE,stadrundfahrt,absent,F1_silent_substitution,1,1,True,0.752715377381267,Stadtführung
DE,stadtrandfahrt,absent,F1_silent_substitution,1,0,True,0.740301136827011,Stadtführung
DE,stadtrudfahrt,absent,F1_silent_substitution,1,0,True,0.707012936945229,Stadtführung
DE,stadtrundfahrt,stocked,BASELINE_still_40pct_dead,35,14,False,0.768646020504273,Stadtführung
DE,stadtrundffahrt,absent,F1_silent_substitution,1,0,True,0.714143923435303,Stadtführung
DE,stadtrunfahrt,absent,F1_silent_substitution,1,1,True,0.734250642828937,Stadtführung
DE,stadtruundfahrt,absent,F4_supply_void,1,1,True,0.731011764347144,Stadtführung
DE,stakhaus,absent,F1_silent_substitution,1,1,True,0.359127282268363,Escape Room Erlebnis
DE,statrundfahrt,absent,F1_silent_substitution,1,1,True,0.497027796741189,Kartbahn Rennen
DE,steahaus,absent,F1_silent_substitution,1,1,True,0.33813162630406,3-Gänge-Menü für Zwei
GB,steak ddinner,plausible,F5_ranking,1,1,True,0.347082805285828,Three-Course Meal for Two
GB,steak dinneer,plausible,F5_ranking,1,1,True,0.436338197093684,Three-Course Meal for Two
DE,steak dinner,plausible,F2_language,3,3,True,0.560547070519581,Dinner mit Weinbegleitung
ES,steak dinner,plausible,F2_language,5,4,True,0.528805134656341,Cena con Maridaje
FR,steak dinner,plausible,F2_language,8,7,True,0.547163664734506,Dîner avec Vin
GB,steak dinner,plausible,BASELINE_still_40pct_dead,85,35,False,0.521610107045528,Three-Course Meal for Two
PL,steak dinner,plausible,F2_language,4,4,True,0.582009513857258,Kolacja z Winem
GB,steak inner,plausible,BASELINE_still_40pct_dead,2,0,True,0.330908903100168,Three-Course Meal for Two
DE,steakhaaus,plausible,BASELINE_still_40pct_dead,1,0,True,0.307302236557042,Maniküre & Pediküre
DE,steakhaus,plausible,BASELINE_still_40pct_dead,45,20,False,0.406380293852004,Dinner mit Weinbegleitung
GB,steakidinner,plausible,BASELINE_still_40pct_dead,1,0,True,0.280425012898451,Dinner & Wine Experience
GB,steakk dinner,plausible,F5_ranking,1,1,True,0.67857025457244,Three-Course Meal for Two
DE,steauhaus,absent,F1_silent_substitution,1,0,True,0.339800374603095,3-Gänge-Menü für Zwei
GB,steeak dinner,stocked,F5_ranking,1,1,True,0.627831831912092,Three-Course Meal for Two
DE,steeakhaus,absent,F1_silent_substitution,1,0,True,0.309669813808966,Stadtführung
GB,steik dinner,stocked,F5_ranking,1,1,True,0.587571827369339,Three-Course Meal for Two
DE,stteakhaus,absent,F1_silent_substitution,1,0,True,0.356168985366844,3-Gänge-Menü für Zwei
GB,suercar track day,absent,F4_supply_void,1,1,True,0.301329019150864,Go-Karting Session
GB,suhi,absent,F1_silent_substitution,1,0,True,0.184606131683739,Three-Course Meal for Two
PL,suihi,absent,F1_silent_substitution,1,0,True,0.286112095747023,Zwiedzanie z Przewodnikiem
DE,suortmassage,stocked,F5_ranking,1,1,True,0.531113494236446,Entspannungs-Behandlung im Spa
GB,supeercar track day,absent,F4_supply_void,1,1,True,0.299962607022758,Go-Karting Session
GB,supercar  track day,absent,F4_supply_void,1,1,True,0.233061861943339,Go-Karting Session
GB,supercar tracck day,absent,F4_supply_void,1,1,True,0.258530163037495,Go-Karting Session
GB,supercar track  day,absent,F4_supply_void,1,1,True,0.233061861943339,Go-Karting Session
GB,supercar track day,absent,F4_supply_void,85,85,False,0.233061861943339,Go-Karting Session
GB,supercar track dday,absent,F4_supply_void,1,1,True,0.259975184804923,Go-Karting Session
GB,supercar track dy,absent,F4_supply_void,2,2,True,0.213888044820791,Go-Karting Session
GB,supercartrack day,absent,F4_supply_void,1,1,True,0.244895749554685,Go-Karting Session
GB,supercarutrack day,absent,F4_supply_void,1,1,True,0.212042058481655,Go-Karting Session
GB,supercr track day,absent,F4_supply_void,1,1,True,0.313571746328334,Go-Karting Session
GB,superrcar track day,absent,F4_supply_void,1,1,True,0.277724863737035,Go-Karting Session
ES,susai,absent,F1_silent_substitution,1,0,True,0.330870141879306,Sesión de Masaje y Spa
GB,susei,absent,F1_silent_substitution,1,0,True,0.262220667071662,Go-Karting Session
DE,sushhi,absent,F1_silent_substitution,1,0,True,0.251194714645359,Stadtführung
FR,sushhi,absent,F4_supply_void,2,1,True,0.290570602442227,Visite Guidée
DE,sushi,absent,F1_silent_substitution,39,23,False,0.312283823260206,3-Gänge-Menü für Zwei
ES,sushi,absent,F1_silent_substitution,77,30,False,0.299583211354857,Cena con Maridaje
FR,sushi,absent,F1_silent_substitution,48,17,False,0.29492230637705,Menu Dégustation
GB,sushi,absent,F1_silent_substitution,71,27,False,0.260010910635755,Three-Course Meal for Two
PL,sushi,absent,F1_silent_substitution,30,13,False,0.317842316949073,Menu 3-Daniowe dla Dwojga
DE,susi,absent,F1_silent_substitution,1,0,True,0.322392280153288,Maniküre & Pediküre
ES,susi,absent,F1_silent_substitution,1,0,True,0.266068373516156,Circuito Spa con Masaje
ES,susshi,absent,F1_silent_substitution,2,1,True,0.311980247497559,Sesión de Masaje y Spa
FR,susshi,absent,F1_silent_substitution,1,0,True,0.28015019190485,Visite Guidée
GB,susshi,absent,F4_supply_void,4,3,True,0.162809092643594,Three-Course Meal for Two
GB,susui,absent,F1_silent_substitution,1,0,True,0.2936524242628,Tasting Menu for Two
GB,suushi,absent,F1_silent_substitution,1,1,True,0.181885331869158,Three-Course Meal for Two
ES,taaas,absent,F1_silent_substitution,1,0,True,0.334062377438064,Cena con Maridaje
ES,tapas,plausible,F3_geographic,40,20,False,0.32288234248934,Sesión de Karting
ES,tappas,absent,F1_silent_substitution,1,0,True,0.316544419570829,Sesión de Karting
ES,taps,absent,F1_silent_substitution,3,1,True,0.311602756594963,Manicura y Pedicura
PL,tener personalny,absent,F4_supply_void,1,1,True,0.429194305327319,Manicure i Pedicure
GB,thaai massage,stocked,F5_ranking,1,1,True,0.583191948628186,Full Body Massage Package
GB,thai  massage,stocked,BASELINE_still_40pct_dead,1,0,True,0.52561485767366,Spa & Massage Treatment
DE,thai masage,stocked,BASELINE_still_40pct_dead,1,0,True,0.192025838124374,Stadtführung
DE,thai massage,stocked,F2_language,45,21,False,0.573562399409808,Wohlfühl-Massage
ES,thai massage,stocked,F2_language,6,5,True,0.535792438042623,Circuito Spa con Masaje
FR,thai massage,stocked,F2_language,8,6,True,0.553473028747644,Forfait Massage Bien-être
GB,thai massage,stocked,BASELINE_still_40pct_dead,76,28,False,0.52561485767366,Spa & Massage Treatment
PL,thai massage,stocked,F2_language,4,3,True,0.611450370713959,Masaż Relaksacyjny Pakiet
GB,thaiomassage,stocked,BASELINE_still_40pct_dead,1,0,True,0.450362308550168,Spa & Massage Treatment
DE,thi massage,stocked,F5_ranking,1,1,True,0.708381336160988,Wohlfühl-Massage
GB,thii massage,stocked,BASELINE_still_40pct_dead,1,0,True,0.67279487957863,Spa & Massage Treatment
ES,tinte  pelo,stocked,F5_ranking,1,1,True,0.667372961986492,Corte y Peinado
ES,tinte elo,stocked,BASELINE_still_40pct_dead,1,0,True,0.358309150228765,Corte y Peinado
ES,tinte pelo,stocked,BASELINE_still_40pct_dead,59,24,False,0.667372882303289,Corte y Peinado
ES,tintee pelo,stocked,F5_ranking,1,1,True,0.698532089372427,Corte y Peinado
ES,tour ciedad,absent,F4_supply_void,1,1,True,0.406425633535788,Tour Guiado
ES,tour ciudad,stocked,BASELINE_still_40pct_dead,54,18,False,0.720758388743143,Tour Guiado
FR,tour en heliccoptere,absent,F4_supply_void,1,1,True,0.318715577584897,Session Karting
FR,tour en helicopteoe,absent,F4_supply_void,1,1,True,0.380552234913082,Session Karting
FR,tour en helicoptere,absent,F4_supply_void,77,77,False,0.289817557400165,Modelage Détente
ES,tourciudad,absent,F1_silent_substitution,1,0,True,0.312750112369704,Cena con Maridaje
ES,tpas,absent,F1_silent_substitution,2,1,True,0.302508026361468,Circuito Spa con Masaje
PL,treer personalny,absent,F1_silent_substitution,1,0,True,0.42093183959684,Trening Personalny
PL,trener peersonalny,absent,F1_silent_substitution,1,0,True,0.4883250039846,Trening Personalny
PL,trener personalny,stocked,BASELINE_still_40pct_dead,25,10,False,0.566077250347638,Trening Personalny
PL,trenir personalny,absent,F1_silent_substitution,1,0,True,0.664640267629632,Trening Personalny
PL,trenner personalny,absent,F1_silent_substitution,1,0,True,0.504789711186831,Trening Personalny
PL,treoer personalny,absent,F1_silent_substitution,1,1,True,0.399693262659424,Manicure i Pedicure
ES,velo en helicoptero,absent,F4_supply_void,1,1,True,0.178561650218626,Pase de Gimnasio
FR,visiae guidee,absent,F1_silent_substitution,1,1,True,0.438846081495297,Session Karting
FR,visite guidee,stocked,F3_geographic,53,24,False,0.56443992058046,Visite Guidée
FR,visite guiee,absent,F1_silent_substitution,1,0,True,0.640662551420087,Visite Guidée
FR,vol en mntgolfiere,absent,F4_supply_void,1,1,True,0.295457681469969,Expérience Escape Game
FR,vol en monntgolfiere,absent,F4_supply_void,1,1,True,0.305514271053335,Expérience Escape Game
FR,vol en montgolfieere,absent,F4_supply_void,1,1,True,0.332076103169625,Expérience Escape Game
FR,vol en montgolfiere,absent,F4_supply_void,65,65,False,0.315168137798282,Expérience Escape Game
FR,vol en montgolfiire,absent,F4_supply_void,1,1,True,0.342103081314853,Expérience Escape Game
FR,vol en montolfiere,absent,F4_supply_void,1,1,True,0.36332053492661,Expérience Escape Game
FR,volen montgolfiere,absent,F4_supply_void,1,1,True,0.309201070355995,Expérience Escape Game
ES,vueli en helicoptero,absent,F4_supply_void,1,1,True,0.10983354473618,Pase de Gimnasio
ES,vuelo en  helicoptero,absent,F4_supply_void,1,1,True,0.142606958799108,Pase de Gimnasio
ES,vuelo en helicootero,absent,F4_supply_void,1,1,True,0.163243511802482,Pase de Gimnasio
ES,vuelo en helicoptero,absent,F4_supply_void,72,72,False,0.142606958799108,Pase de Gimnasio
ES,vuelo en helicopterro,absent,F4_supply_void,1,1,True,0.170267158989015,Pase de Gimnasio
ES,vuelo en helicptero,absent,F4_supply_void,1,1,True,0.279886114699142,Sesión de Karting
ES,vuelo en helioptero,absent,F4_supply_void,1,1,True,0.151890728860636,Sesión de Karting
ES,vuelo enhelicoptero,absent,F4_supply_void,1,1,True,0.117901679763049,Pase de Gimnasio
ES,vuelu en helicoptero,absent,F4_supply_void,1,1,True,0.126522511062324,Experiencia Escape Room
DE,widwasser rafting,absent,F4_supply_void,1,1,True,0.146364463892526,Stadtführung
DE,wildwaasser rafting,absent,F4_supply_void,1,1,True,0.14784671742661,Unbegrenzte Kurse
DE,wildwasser rafting,absent,F4_supply_void,75,75,False,0.112604762526354,Stadtführung
DE,wildwasserrafting,absent,F4_supply_void,1,1,True,0.165846437362523,Stadtführung
DE,wilewasser rafting,absent,F4_supply_void,1,1,True,0.13543965914744,Stadtführung
DE,wimmpernverlängerung,absent,F1_silent_substitution,1,0,True,0.253846729948366,Unbegrenzte Kurse
DE,wimpernverlängeerung,absent,F1_silent_substitution,1,0,True,0.397470562896307,Maniküre & Pediküre
DE,wimpernverlängerng,absent,F1_silent_substitution,1,1,True,0.284401254368435,Kartbahn Rennen
DE,wimpernverlängerung,absent,F1_silent_substitution,44,20,False,0.291351747803046,Kartbahn Rennen
DE,wimpernverllängerung,absent,F4_supply_void,1,1,True,0.302809979708788,Maniküre & Pediküre
DE,wimpernverlngerung,absent,F1_silent_substitution,1,0,True,0.345287548317416,Maniküre & Pediküre
DE,wimpernvorlängerung,absent,F1_silent_substitution,1,0,True,0.335142334086733,Kartbahn Rennen
GB,yoa class,absent,F1_silent_substitution,1,0,True,0.287190356468888,Unlimited Fitness Classes
GB,yoea class,absent,F1_silent_substitution,1,1,True,0.292192809377857,Unlimited Fitness Classes
GB,yog class,absent,F4_supply_void,2,1,True,0.263668527652548,Unlimited Fitness Classes
GB,yoga claos,plausible,BASELINE_still_40pct_dead,1,0,True,0.469842800544859,Unlimited Fitness Classes
DE,yoga class,plausible,F2_language,5,5,True,0.519403925938753,Unbegrenzte Kurse
ES,yoga class,plausible,F2_language,5,5,True,0.507474869044134,Entrenamiento Personal
FR,yoga class,plausible,F2_language,5,4,True,0.489156574657168,Modelage Détente
GB,yoga class,plausible,BASELINE_still_40pct_dead,74,28,False,0.529654078566059,Unlimited Fitness Classes
PL,yoga class,plausible,F2_language,2,1,True,0.536870351583878,Masaż Relaksacyjny Pakiet
GB,yoga closs,plausible,F5_ranking,1,1,True,0.451970498109644,Relaxing Wellness Session
DE,yoga kkurs,plausible,BASELINE_still_40pct_dead,1,0,True,0.48062311632614,Entspannungs-Behandlung im Spa
DE,yoga kurs,plausible,BASELINE_still_40pct_dead,58,23,False,0.487956674342639,Entspannungs-Behandlung im Spa
PL,zwiedzanie miasoa,stocked,BASELINE_still_40pct_dead,1,0,True,0.457323759794265,Zwiedzanie z Przewodnikiem
PL,zwiedzanie miasta,stocked,F3_geographic,25,13,False,0.720251016676673,Zwiedzanie z Przewodnikiem
PL,zwiedzanie miauta,stocked,F5_ranking,1,1,True,0.58139938740098,Zwiedzanie z Przewodnikiem
PL,zwiedzaniee miasta,stocked,BASELINE_still_40pct_dead,1,0,True,0.722517957237236,Zwiedzanie z Przewodnikiem
